,Number of steps,Surface coverage,Schwoebel barrier,Desorption probability,Regime,Growth rate,Rms
1536,15.0,0.136,0.325012,0.00049797,2.0,0.8536871417965903,0.8874437525259712
1537,15.0,0.136,0.808365,0.59843256,2.0,0.656878435229421,0.9836331814983952
1538,15.0,0.1373,0.017186,1.459e-05,0.0,0.01262566925137797,0.6032039655589313
1539,15.0,0.1365,0.202513,0.00053647,2.0,0.8507036926447477,0.8273394662904063
1540,15.0,0.1368,0.22349,0.02033514,1.0,0.10419973479067962,0.6343386269419938
1541,15.0,0.1371,0.45606,0.00920711,2.0,0.8440461450693558,0.8946791053201067
1542,15.0,0.1372,0.532923,0.01849091,2.0,0.8258003257106414,0.9251449828737508
1543,15.0,0.1374,0.751646,0.00288967,2.0,1.1065167574423742,1.4632981912247136
1544,15.0,0.1375,0.038003,0.07525811,0.0,0.0166889557685518,0.604576567600626
1545,15.0,0.1386,0.23681,1.49e-06,0.0,0.012355837808058455,0.6020209106749204
1546,15.0,0.1396,0.393476,0.41405588,0.0,0.02052475064558465,0.5989619430076125
1547,15.0,0.14,0.61699,0.93458968,0.0,0.023475680337355326,0.6115609634702359
1548,15.0,0.1403,0.660369,1.02e-06,2.0,1.0906894116638006,1.2773928195799331
1549,15.0,0.1395,0.690998,1.04e-06,0.0,0.010692907839405257,0.6033357834572405
1550,15.0,0.1396,0.842274,0.00010161,2.0,1.4919151328395477,2.2209334933106324
1551,15.0,0.1405,0.340631,6.991e-05,0.0,0.012305490477092028,0.6005392748594943
1552,15.0,0.1407,0.452703,0.04886008,0.0,0.014781362461279115,0.6080008471657843
1553,15.0,0.1416,0.004819,4.359e-05,2.0,0.9280975942361459,0.8118287123009869
1554,15.0,0.1422,0.016644,1.513e-05,0.0,0.013122347283988894,0.6033185678711338
1555,15.0,0.1417,0.068387,0.22647223,1.0,0.19583351201983304,0.6539924467907052
1556,15.0,0.1425,0.471684,0.00218173,1.0,0.1064411530341768,0.6310382103850911
1557,15.0,0.1425,0.915579,5.021e-05,0.0,0.008552651363628561,0.6059197693218389
1558,15.0,0.1416,0.979715,0.00065605,1.0,0.10763726637592812,0.8792470456797816
1559,15.0,0.1432,0.48536,0.00102992,2.0,1.0036686933422923,0.9527849898028706
1560,15.0,0.1426,0.517724,1.178e-05,2.0,1.019933416961581,1.0531803927787626
1561,15.0,0.1427,0.602891,0.01200749,1.0,0.10686324984269652,0.6363390369282591
1562,15.0,0.1432,0.72591,1.354e-05,2.0,1.2523674255904929,1.5127644800337696
1563,15.0,0.1432,0.84389,0.00032103,1.0,0.1255812130586051,0.6496327097576879
1564,15.0,0.1433,0.846042,4.39e-06,2.0,1.5930300565224695,2.3040308345722136
1565,15.0,0.1428,0.973018,0.05284443,1.0,0.12903804056150917,0.6518441047579164
1566,15.0,0.1433,0.99508,0.00268479,0.0,0.0069448843641809,0.6009954016674113
1567,15.0,0.1436,0.535432,0.00026679,2.0,1.0444229059247163,1.050122819786925
1568,15.0,0.1437,0.54508,0.01067608,0.0,0.012685114023636762,0.6092831746211892
1569,15.0,0.1446,0.045014,0.01829457,1.0,0.1114579470442613,0.6346590502111384
1570,15.0,0.145,0.545622,6.62e-06,1.0,0.12379944915326617,0.639085382362524
1571,15.0,0.1453,0.971829,0.32324794,2.0,0.7935590493783311,1.086361567446169
1572,15.0,0.1461,0.306051,0.03115366,0.0,0.015233865632260122,0.6009462276773718
1573,15.0,0.1464,0.382475,0.00791916,1.0,0.10727866258982663,0.6331319662173779
1574,15.0,0.1463,0.74233,0.00410083,1.0,0.11643639389349486,0.6350683406900941
1575,15.0,0.1461,0.832537,2.17e-06,0.0,0.010024713010204047,0.5999482830260978
1576,15.0,0.1471,0.127381,0.55163238,2.0,0.8029395345348659,1.0075120263151818
1577,15.0,0.1474,0.198196,0.00110492,0.0,0.013352630437289275,0.6014548805236742
1578,15.0,0.1471,0.232665,0.30078407,1.0,0.21846230732108693,0.6483307837580656
1579,15.0,0.1471,0.248078,9.21e-06,0.0,0.013156835261308729,0.6014540726468305
1580,15.0,0.1466,0.778151,1.284e-05,1.0,0.13595753438966263,0.6470756598252536
1581,15.0,0.1472,0.880942,3.07e-06,0.0,0.009463652229865121,0.6028472739025428
1582,15.0,0.148,0.077383,7.227e-05,0.0,0.013599373508820345,0.6046716649932751
1583,15.0,0.148,0.218819,0.00138411,1.0,0.1130304030704776,0.6328616054729713
1584,15.0,0.1477,0.228885,1.978e-05,0.0,0.013235876233515133,0.6029737163852693
1585,15.0,0.1481,0.377004,1.17e-06,0.0,0.01279677455001249,0.6037018221725209
1586,15.0,0.1479,0.451198,0.00023591,1.0,0.12689411396882969,0.6325331978320535
1587,15.0,0.1484,0.549958,2.751e-05,1.0,0.13238840130953325,0.639908760524409
1588,15.0,0.1481,0.634348,0.00110818,2.0,1.1987214491596723,1.2362444125138312
1589,15.0,0.1478,0.696371,0.00020026,1.0,0.13567059797726286,0.6417303744594326
1590,15.0,0.1485,0.829803,0.00024234,2.0,1.6269741892467087,2.1044183149007054
1591,15.0,0.1495,0.279752,0.00210145,2.0,1.0716041253537547,0.8715565555192453
1592,15.0,0.1494,0.368059,0.00019294,2.0,1.0919074789775705,0.9216117629277815
1593,15.0,0.1503,0.178258,0.31083734,0.0,0.02167921372127251,0.6174352664780988
1594,15.0,0.1501,0.183126,3.25e-06,1.0,0.12452873474654924,0.6309317514923298
1595,15.0,0.1504,0.3265,0.09465583,2.0,0.9424746432735343,0.9742427160960718
1596,15.0,0.1523,0.110698,2.84e-06,0.0,0.013951326598231333,0.6029348015220861
1597,15.0,0.1525,0.227685,2.86e-06,0.0,0.013696208987222085,0.6032652018970728
1598,15.0,0.1535,0.813739,0.06833364,0.0,0.014466766713311967,0.5969548599451341
1599,15.0,0.1528,0.997386,3.11e-06,0.0,0.006681280998029759,0.6035811173747851
1600,15.0,0.1537,0.470598,1.68e-06,2.0,1.20457801040338,1.0238476144208393
1601,15.0,0.1539,0.638812,3.82e-06,2.0,1.333624859245456,1.2634514427903099
1602,15.0,0.1552,0.088011,7.713e-05,2.0,1.1724463148645339,0.8595387533104326
1603,15.0,0.1546,0.52533,0.00035903,0.0,0.01284131642333269,0.6046167836701116
1604,15.0,0.1562,0.141902,0.10346916,1.0,0.1889485951415304,0.6489826423004909
1605,15.0,0.1559,0.790359,4.234e-05,0.0,0.011169800605440244,0.6000743661195734
1606,15.0,0.1565,0.227493,0.16280347,1.0,0.210508819224188,0.6529585684795981
1607,15.0,0.1567,0.718172,0.01222215,2.0,1.3113253512813468,1.2609369063925153
1608,15.0,0.158,0.257226,0.35283807,0.0,0.022951865682796516,0.6030044192474606
1609,15.0,0.1577,0.401348,7.93e-06,0.0,0.013617345960077631,0.6055526362105332
1610,15.0,0.158,0.63309,0.00277044,2.0,1.3727998427677433,1.2335121593308713
1611,15.0,0.1579,0.717095,0.0048662,2.0,1.4405942533176077,1.3698343144247493
1612,15.0,0.1589,0.045935,9.12e-06,2.0,1.24142764122076,0.8560418137627442
1613,15.0,0.1587,0.655433,0.00228444,2.0,1.4216793605259486,1.2643097966531374
1614,15.0,0.1588,0.904874,0.00015022,0.0,0.009904121866031533,0.6040486170031236
1615,15.0,0.1601,0.092586,0.05118323,2.0,1.1487543645475071,0.8786870675904086
1616,15.0,0.1603,0.173028,4.75e-06,1.0,0.1487395839857985,0.6379589284391155
1617,15.0,0.1596,0.258026,0.00086022,2.0,1.2653281097856972,0.895470102631742
1618,15.0,0.1598,0.471976,0.10335129,2.0,1.0975333566915884,0.9906717884722418
1619,15.0,0.161,0.551811,1.57e-06,1.0,0.1684157813603259,0.6460990780942167
1620,15.0,0.1607,0.928645,0.81688563,2.0,0.9409005301339286,1.017670515277713
1621,15.0,0.161,0.954279,0.09372017,2.0,1.1410670044123257,1.2548956446460298
1622,15.0,0.1619,0.949329,5.49e-06,1.0,0.16267327177976376,0.7237910031836539
1623,15.0,0.1627,0.838282,0.01410843,0.0,0.012309538727251467,0.6118288009803529
1624,15.0,0.1631,0.867881,0.03962526,1.0,0.15859723994752753,0.648634879051178
1625,15.0,0.1625,0.945164,0.72753501,1.0,0.2852337673176134,0.6530643975960149
1626,15.0,0.1639,0.072144,1.493e-05,2.0,1.3399830253756777,0.8704663903840764
1627,15.0,0.1639,0.211414,0.25967061,1.0,0.25020329111171535,0.6598149905072708
1628,15.0,0.1644,0.631897,0.01526579,1.0,0.14399118673697153,0.6371478711561489
1629,15.0,0.1644,0.877409,0.0012006,2.0,2.1238771666590743,2.5044186594612365
1630,15.0,0.1654,0.431883,0.00431354,2.0,1.3999674382779759,1.0012799448261647
1631,15.0,0.1653,0.619868,1.475e-05,2.0,1.564171059833671,1.2699341402546462
1632,15.0,0.1654,0.983127,4.17e-06,1.0,0.17441631128072038,1.1645679984730775
1633,15.0,0.1656,0.042445,0.00095748,2.0,1.3726618130074992,0.8637099471067161
1634,15.0,0.1656,0.11233,0.04308297,0.0,0.018591900261080957,0.6079802106863973
1635,15.0,0.166,0.376287,0.00085412,2.0,1.41968251664854,0.9471370430574064
1636,15.0,0.1659,0.530721,3.625e-05,0.0,0.013791031462110477,0.6034070654563944
1637,15.0,0.1659,0.632348,0.12863718,2.0,1.1939042539012676,1.044039691588573
1638,15.0,0.1657,0.663898,2.453e-05,1.0,0.18791762593883815,0.6473171855642805
1639,15.0,0.167,0.827298,0.82243685,1.0,0.3011392087352519,0.654288451301356
1640,15.0,0.1668,0.938726,7.77e-06,1.0,0.17569189933576662,0.7057825753790652
1641,15.0,0.1682,0.188657,0.00015795,2.0,1.4399048607829013,0.8927488988937446
1642,15.0,0.1678,0.315646,0.00073672,1.0,0.17124595308442853,0.6378090857119582
1643,15.0,0.168,0.361374,0.00165149,2.0,1.4523058187857314,0.9550636632573406
1644,15.0,0.1684,0.476413,0.02730897,1.0,0.15946259790537304,0.6406223880770442
1645,15.0,0.1679,0.642217,7.52e-06,0.0,0.013321934914102324,0.6063731817430554
1646,15.0,0.1682,0.791704,0.00169239,2.0,1.9122766544798024,1.8548039139679011
1647,15.0,0.1686,0.828506,0.04434734,2.0,1.4220843078791225,1.2754833934315424
1648,15.0,0.169,0.922947,0.01078617,2.0,2.058602536037434,2.4148465424744425
1649,15.0,0.1699,0.144728,5.529e-05,0.0,0.01557910129558237,0.6031790650815769
1650,15.0,0.1701,0.385798,0.08503616,0.0,0.019676286347058317,0.605123861853711
1651,15.0,0.1701,0.770232,0.06742217,2.0,1.3551223688153413,1.1309943761524637
1652,15.0,0.1712,0.142889,0.00118293,2.0,1.4941369103968318,0.8963156667210831
1653,15.0,0.1714,0.381569,2.854e-05,2.0,1.5489471591248805,0.9942200656930844
1654,15.0,0.1708,0.487908,0.03877377,1.0,0.17399390306834225,0.6504285661924176
1655,15.0,0.1705,0.507621,0.00015751,0.0,0.014347098659148332,0.6014142341860904
1656,15.0,0.171,0.86003,4.513e-05,1.0,0.2032316113352428,0.6631169824777084
1657,15.0,0.172,0.07073,0.00047813,2.0,1.5089032809866414,0.8837607870086612
1658,15.0,0.1718,0.757269,0.00069237,1.0,0.20413314774849672,0.6524287215338431
1659,15.0,0.1722,0.779238,0.00055993,2.0,2.0046951471890373,1.828358511608492
1660,15.0,0.1718,0.898368,0.01025715,1.0,0.16060296995646747,0.6477926333680827
1661,15.0,0.1723,0.939509,7.678e-05,0.0,0.009993961879185232,0.6030567504861094
1662,15.0,0.1718,0.986108,0.02015094,1.0,0.1517933436802455,0.6663418164201885
1663,15.0,0.1728,0.153202,0.00020461,0.0,0.015866059951114897,0.6044889473929063
1664,15.0,0.173,0.187032,0.00179079,0.0,0.015876503101938277,0.6052312189877325
1665,15.0,0.1729,0.34615,3.961e-05,2.0,1.5680095350081997,0.9727944820234723
1666,15.0,0.1745,0.012662,7.08e-05,0.0,0.016295052130785307,0.6029971299345808
1667,15.0,0.1742,0.39195,0.00297521,2.0,1.5969094034534155,0.9596527937049725
1668,15.0,0.1749,0.160929,0.13760164,1.0,0.24115467349572361,0.6537562577139265
1669,15.0,0.1754,0.341577,4.01e-05,2.0,1.62537930102112,0.9840988208386466
1670,15.0,0.1751,0.762176,0.05579749,0.0,0.016624828816850363,0.6096453543419526
1671,15.0,0.1752,0.890762,0.0002547,2.0,2.451758159492871,2.6376343036239707
1672,15.0,0.1749,0.893125,8.1e-06,2.0,2.4589131080026876,2.6990950487384593
1673,15.0,0.1751,0.986949,1.2e-05,1.0,0.2017454475425075,1.2958820736041952
1674,15.0,0.1758,0.245594,1.07e-05,2.0,1.6135641492838066,0.9463793245589385
1675,15.0,0.176,0.274616,1.57e-06,0.0,0.015784839151899564,0.6018543916579653
1676,15.0,0.1762,0.560092,0.21440568,0.0,0.02238555552312997,0.6084990870709917
1677,15.0,0.176,0.661116,0.00033123,1.0,0.22045414649362816,0.6497460767140525
1678,15.0,0.1759,0.768968,0.0006626,1.0,0.21866663273847486,0.6521683068402386
1679,15.0,0.1769,0.289002,6.278e-05,1.0,0.20732247933701942,0.644558289909525
1680,15.0,0.1767,0.458584,0.00488961,0.0,0.015556580123678899,0.6076444665858407
1681,15.0,0.1771,0.985483,0.00837906,1.0,0.15152747151455445,0.6932349109143341
1682,15.0,0.1766,0.990423,0.00053976,2.0,2.7966035003217247,4.360594418815725
1683,15.0,0.1782,0.015572,5.889e-05,2.0,1.6455050988378053,0.891213616488388
1684,15.0,0.1777,0.082159,0.00344822,2.0,1.6225804921141866,0.8773404187322945
1685,15.0,0.1781,0.12305,1.56e-05,2.0,1.651210595845481,0.8943553824685987
1686,15.0,0.1781,0.174778,0.01517806,1.0,0.16143041449455056,0.6364655072987676
1687,15.0,0.1779,0.260332,2.5e-06,0.0,0.01602843482014733,0.6030789368036856
1688,15.0,0.1784,0.874466,0.00462338,1.0,0.19207447819390033,0.6487129728548692
1689,15.0,0.1793,0.017595,0.00022253,0.0,0.016757953966324214,0.6029554567425947
1690,15.0,0.1795,0.157972,0.00050022,2.0,1.6852261623905282,0.9104757533532907
1691,15.0,0.1788,0.505876,0.04250324,2.0,1.5734855718584868,1.0780566201977377
1692,15.0,0.1792,0.942338,0.53781234,2.0,1.280483145755512,1.0927543560324027
1693,15.0,0.1803,0.362943,0.19876078,1.0,0.27211760362452736,0.6525631765456934
1694,15.0,0.1801,0.527353,0.00014315,1.0,0.23117652648391945,0.6431969334678097
1695,15.0,0.1802,0.545641,0.67707337,2.0,1.260678160642396,1.047141774479046
1696,15.0,0.1808,0.370817,4.12e-06,2.0,1.7646474699237256,0.9964894481050109
1697,15.0,0.1812,0.582309,0.28570128,1.0,0.2918445709495433,0.6599724354268686
1698,15.0,0.1821,0.144234,0.0005574,0.0,0.01678812677589168,0.6031838095112547
1699,15.0,0.1819,0.417328,6.798e-05,0.0,0.015843839061503467,0.6047224722758655
1700,15.0,0.1821,0.796926,0.00021614,2.0,2.313073950675764,1.9805481565062668
1701,15.0,0.1828,0.111936,0.00277495,0.0,0.01718438818572905,0.6022321775086691
1702,15.0,0.1828,0.118539,0.00067479,2.0,1.755388309934744,0.9182023306678657
1703,15.0,0.1828,0.461876,0.38183136,1.0,0.3134377593549278,0.6537446973783676
1704,15.0,0.1828,0.699379,0.0076663,1.0,0.1892995472899679,0.6403926110867774
1705,15.0,0.1832,0.777477,0.00011936,2.0,2.2921578543526784,1.8946271871111555
1706,15.0,0.1831,0.785353,0.00305498,2.0,2.2231302066725127,1.7507542777737666
1707,15.0,0.184,0.049477,0.0078088,2.0,1.750073380094923,0.9045972878834192
1708,15.0,0.1839,0.106589,0.7066754,1.0,0.3426115408583216,0.6567283781595242
1709,15.0,0.1853,0.062784,0.08360579,1.0,0.23549616510596985,0.648018915479293
1710,15.0,0.1854,0.065237,0.00509381,1.0,0.18086456209855595,0.6349848210437471
1711,15.0,0.1848,0.090152,0.01041244,1.0,0.1700258505240126,0.6346080746782177
1712,15.0,0.1848,0.330844,1.031e-05,1.0,0.23974807338881424,0.6398319132993274
1713,15.0,0.1854,0.337633,0.00937457,0.0,0.017360398095133664,0.5981019543841471
1714,15.0,0.1846,0.447536,0.09859418,1.0,0.24156438087930485,0.6495625826774114
1715,15.0,0.1853,0.582283,0.04083983,0.0,0.01844397230676586,0.5955716912422663
1716,15.0,0.186,0.5744,0.00015732,0.0,0.01532852128365293,0.6012239250467819
1717,15.0,0.1871,0.011803,1.08e-06,1.0,0.2300483547911352,0.6371242553028588
1718,15.0,0.1868,0.56884,0.00272078,2.0,1.9937055604450904,1.1908747487339797
1719,15.0,0.1871,0.598052,0.00285775,0.0,0.015441594248957918,0.601807778266508
1720,15.0,0.1877,0.059793,0.00771121,2.0,1.837286968620456,0.8865924271349914
1721,15.0,0.1883,0.297069,1.861e-05,1.0,0.2502338642976722,0.6422799185967599
1722,15.0,0.1879,0.524475,3.64e-06,1.0,0.2632846554236231,0.6458017164872621
1723,15.0,0.1875,0.545237,0.00083043,0.0,0.015652214472912453,0.602150401295284
1724,15.0,0.1884,0.609444,1.452e-05,0.0,0.015320680579360615,0.6065216054075814
1725,15.0,0.1876,0.709954,0.0006678,1.0,0.2599662914220515,0.6486688175286915
1726,15.0,0.1879,0.924862,0.03663508,2.0,2.0438167249496058,1.73989986041746
1727,15.0,0.1888,0.491297,0.00537146,0.0,0.016502291398562734,0.6032796201343602
1728,15.0,0.1892,0.76155,0.10484746,1.0,0.2509643732632562,0.6506753813093974
1729,15.0,0.1888,0.824509,0.35931437,1.0,0.32011924054115226,0.6600671190356531
1730,15.0,0.1896,0.080942,2.478e-05,0.0,0.01767163513005645,0.6036759190883576
1731,15.0,0.1902,0.209389,1.007e-05,0.0,0.017370574328364124,0.6037530712888171
1732,15.0,0.1898,0.339427,3.32e-06,1.0,0.26052909828831083,0.64499881945074
1733,15.0,0.1904,0.922606,6.02e-06,0.0,0.01165733671049331,0.6009705992682117
1734,15.0,0.1895,0.94155,0.00025649,2.0,2.9963753258174086,3.1402603516045615
1735,15.0,0.1914,0.106314,0.00016716,2.0,1.9627967923445186,0.8970482997714208
1736,15.0,0.1908,0.585601,0.0143127,2.0,2.007951875469775,1.188638437398759
1737,15.0,0.191,0.764271,5.204e-05,0.0,0.014207289448284859,0.604845388298421
1738,15.0,0.1918,0.412919,3.13e-06,1.0,0.27313017775644016,0.641173377124297
1739,15.0,0.1927,0.104604,0.00561265,1.0,0.19988027188937796,0.6356114008859824
1740,15.0,0.1927,0.400181,0.64794345,1.0,0.3627932023028938,0.65522849723418
1741,15.0,0.1937,0.214045,0.11702295,0.0,0.02420093992361171,0.6024747471064904
1742,15.0,0.194,0.516772,0.01564782,0.0,0.01801623686409549,0.6021439671241982
1743,15.0,0.1939,0.728829,0.00069832,1.0,0.28648896954149966,0.6470541310969689
1744,15.0,0.1938,0.951234,0.00272504,2.0,3.04266106074475,3.1142611913907423
1745,15.0,0.1963,0.397279,0.00065141,2.0,2.1562371879555395,1.0361189688991241
1746,15.0,0.1958,0.812402,0.60134413,2.0,1.5629098297208113,1.1277158678946209
1747,15.0,0.1967,0.857903,8.91e-05,0.0,0.01330775491697791,0.6020459617651155
1748,15.0,0.1983,0.911257,1.64e-05,2.0,3.110343855254504,2.7270648703201603
1749,15.0,0.199,0.175719,9.376e-05,0.0,0.018277571430706734,0.6042895081294402
1750,15.0,0.1993,0.313216,0.00068756,1.0,0.28649714389278313,0.6386339851068894
1751,15.0,0.1994,0.466863,0.00057352,2.0,2.2776365585994442,1.158588788485231
1752,15.0,0.1988,0.534919,0.00028578,0.0,0.016726101800234566,0.600602823717322
1753,15.0,0.1999,0.022213,0.00124945,1.0,0.2618315782908448,0.635847980596713
1754,15.0,0.2007,0.331446,0.04194134,2.0,2.084906208271883,0.9998776273987268
1755,15.0,0.2005,0.570526,1.772e-05,0.0,0.01658754932637113,0.6006460681651897
1756,15.0,0.2009,0.581971,0.00323483,2.0,2.3791360215612474,1.2740536668314904
1757,15.0,0.201,0.670075,2.044e-05,0.0,0.015957779508985474,0.6024221714684211
1758,15.0,0.2021,0.127735,0.42614966,0.0,0.030049749435558232,0.6074927495153585
1759,15.0,0.2023,0.195142,9.72e-06,1.0,0.3034561980222474,0.643310386220611
1760,15.0,0.2017,0.861992,0.00283146,2.0,2.950001419111869,2.270081304072233
1761,15.0,0.203,0.065471,0.28425198,2.0,1.8652326289140795,1.0665069150880897
1762,15.0,0.2027,0.237481,0.0037451,0.0,0.018850910420320433,0.6010669926595509
1763,15.0,0.2034,0.366082,0.54077964,2.0,1.7339214291586473,1.0950527375329475
1764,15.0,0.2033,0.691726,8.972e-05,1.0,0.3354318913495923,0.655408242506694
1765,15.0,0.2044,0.134536,0.00099626,2.0,2.299686687680792,0.9405370723475133
1766,15.0,0.2041,0.425698,6.13e-06,0.0,0.0177860760480252,0.6020767405202987
1767,15.0,0.2043,0.42848,9.12e-06,0.0,0.017785775765733154,0.6027690611504181
1768,15.0,0.2045,0.49906,0.01272032,2.0,2.345422005166813,1.1412994936509901
1769,15.0,0.2036,0.725526,0.00401973,1.0,0.28541508221417755,0.6454219784480587
1770,15.0,0.2047,0.140966,4.3e-06,0.0,0.01896041336281998,0.6044500192972353
1771,15.0,0.205,0.342604,0.07988744,0.0,0.023792934139685407,0.6118655452620343
1772,15.0,0.2052,0.655643,1.585e-05,1.0,0.345272920569595,0.6538751176236719
1773,15.0,0.205,0.944157,0.00983309,1.0,0.23789425285495058,0.6622688626871208
1774,15.0,0.2051,0.957894,3.419e-05,0.0,0.011588950198871364,0.6015415244754468
1775,15.0,0.2064,0.106471,1.611e-05,2.0,2.3575583922272174,0.9439204266349409
1776,15.0,0.2058,0.322943,0.0001437,2.0,2.3919361993105697,1.0472885319964897
1777,15.0,0.2062,0.467466,0.05555056,0.0,0.022210869080123638,0.6057045155391483
1778,15.0,0.2062,0.896136,9.35e-05,2.0,3.2746098243112813,2.5891039490811885
1779,15.0,0.2058,0.918496,0.74478705,0.0,0.031763871974222126,0.5984927902847933
1780,15.0,0.2075,0.031915,0.02756091,0.0,0.02261200173603198,0.6088878064383625
1781,15.0,0.2073,0.033339,9.697e-05,0.0,0.019502078131405982,0.6037511317531639
1782,15.0,0.207,0.405469,0.00048,2.0,2.4583040687850195,1.1013969197444262
1783,15.0,0.2073,0.541544,2.57e-06,0.0,0.01744699061090671,0.6016447153992701
1784,15.0,0.2068,0.771603,4.636e-05,1.0,0.35117097637743716,0.6588075469557637
1785,15.0,0.208,0.551786,0.2265265,2.0,2.023299169957464,1.1339092686519945
1786,15.0,0.2079,0.713954,0.00261218,1.0,0.32007132883322137,0.6482237180389127
1787,15.0,0.2087,0.142503,0.18414204,2.0,2.0784870069854113,1.0854075058211592
1788,15.0,0.2091,0.257572,3e-06,0.0,0.01901120555644129,0.6027436040890295
1789,15.0,0.2089,0.303547,0.04143653,2.0,2.306167969550753,1.0126909093378784
